Ciudad,OC Fecha,No. OC,DCTO.TIPO,DCTO.PJE,RUT,Razón Social,Fecha Entrega,Bodega,Item,Código,Nombre,Descto.,Cantidad,Cant. Recibida,Transito,Prec.Unit.,Línea de Negocio
LS - Barrio Industrial   ,2025-06-27 00:00:00,104740,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-06-28 00:00:00,B14,18,7276342                       ,ESCOBILLON VIRUTEX TRADICIONAL ECONOMICO,0,24,0,24,1465,ASEO                                    
P. Montt                 ,2025-06-30 00:00:00,74308,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-01 00:00:00,B1  ,4,2615784                       ,PAPEL HIGIENICO ELITE HABITACION D/H 20M 16UN,0,9,0,9,2767,ASEO                                    
Santiago                 ,2025-06-30 00:00:00,104741,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-01 00:00:00,B03 ,14,3813154                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.7MM ROJO,0,240,0,240,420,LIBRERÍA                                
Santiago                 ,2025-06-30 00:00:00,104741,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-01 00:00:00,B03 ,36,3815530                       ,DESTACADOR MINI TORRE COLOR PASTEL 6 UN,0,12,0,12,655,LIBRERÍA                                
Santiago                 ,2025-06-30 00:00:00,104744,1,0,77012870-6    ,COMERCIAL REDOFFICE LTDA (LA SER)                                               ,2025-06-30 00:00:00,B03 ,12,6502867                       ,AUDIFONO C/MIC GENIUS HS-04S                 ,0,2,0,2,3650,ACCESORIOS COMPUTACIONALES              
P. Montt                 ,2025-07-01 00:00:00,74316,1,0,77012870-6_1  ,COMERCIAL REDOFFICE LTDA. (STGO)                                                ,2025-07-02 00:00:00,B1  ,1,3005361                       ,CORCHETE BOSTITCH SB35 13/16 23/20 1000UN,0,10,0,10,2600,LIBRERÍA                                
P. Montt                 ,2025-07-01 00:00:00,74316,1,0,77012870-6_1  ,COMERCIAL REDOFFICE LTDA. (STGO)                                                ,2025-07-02 00:00:00,B1  ,5,7276328                       ,ENDULZANTE DAILY SUCRALOSA TABLETA 500UN     ,0,12,0,12,1673,ALIMENTOS                               
P. Montt                 ,2025-07-01 00:00:00,74316,1,0,77012870-6_1  ,COMERCIAL REDOFFICE LTDA. (STGO)                                                ,2025-07-02 00:00:00,B1  ,6,8600763                       ,ENDULZANTE DAILY STEVIA LIQUIDO 180ML        ,0,25,0,25,1639,ALIMENTOS                               
LS - Barrio Industrial   ,2025-07-02 00:00:00,104784,1,0,76946856-0    ,OMEGA SERVICIOS SPA                                                             ,2025-07-03 00:00:00,B14,1,7262004                       ,PILA DURACELL AAA ALCALINA BLISTER 2UN,0,720,360,360,1030,FERRETERÍA                              
Santiago                 ,2025-07-03 00:00:00,104794,1,0,77806000-0    ,COMERCIAL REDOFFICE SUR LTDA PMONTT                                             ,2025-07-03 00:00:00,B03 ,3,8601957                       ,NECTAR ZUKO MANZANA 200CC,0,312,0,312,180,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54066,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-08 00:00:00,B1  ,1,1300122                       ,TOALLA ELITE DOBLADA D/H EXT BLANCA 200UN,0,72,0,72,1017,ASEO                                    
P. Arenas                ,2025-07-07 00:00:00,54066,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-08 00:00:00,B1  ,2,1301222                       ,TOALLA DE PAPEL ELITE ECOLOGICA H/S 250M 2UN ,0,25,0,25,7122,ASEO                                    
P. Arenas                ,2025-07-07 00:00:00,54066,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-08 00:00:00,B1  ,3,1301401                       ,TOALLA DE PAPEL ELITE JUMBO 2 ROLLOS 250M,0,45,0,45,5750,ASEO                                    
P. Arenas                ,2025-07-07 00:00:00,54066,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-08 00:00:00,B1  ,4,1301423                       ,PAPEL HIGIENICO ELITE JUMBO ECON H/S 500M 4UN,0,426,0,426,6050,ASEO                                    
P. Arenas                ,2025-07-07 00:00:00,54066,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-08 00:00:00,B1  ,5,1301500                       ,PAÑAL COTIDIAN PREMIUM TALLA G 20UN,0,120,0,120,8625,ASEO                                    
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,1,8600636                       ,NECTAR VIVO 5 DURAZNO 190 ML                 ,0,24,0,24,166,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,2,8601002                       ,FLAN CHOCOLATE CARICIA 1KG                   ,0,10,0,10,2630,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,3,8601218                       ,AGUA VIVO PERA 190ML,0,72,0,72,140,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,4,8601801                       ,SOPA CAROZZI SABOR CARNE CON FIDEOS 1KG      ,0,50,0,50,1750,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,5,8603362                       ,FIDEO CAROZZI SPAGUETTI Nº5 5KG              ,0,54,0,54,5400,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,6,8603627                       ,GALLETA CHOCOCHIPS 125GR                     ,0,28,0,28,475,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,7,8604472                       ,CEREAL BAR COSTA FRUTOS ROJOS+YOGHURT 21GR,0,360,0,360,105,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,8,8605140                       ,GALLETA COSTA LIMON 140GR,0,24,0,24,460,ALIMENTOS                               
P. Arenas                ,2025-07-07 00:00:00,54073,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-08 00:00:00,B1  ,9,8607236                       ,GALLETA COSTA VIVO AGUA 140GR,0,48,0,48,460,ALIMENTOS                               
LS - Barrio Industrial   ,2025-07-08 00:00:00,104856,1,0,76979850-1    ,FABRICA DE BANDEJAS LTDA.                                                       ,2025-07-09 00:00:00,B14,2,7273368                       ,CUCHARA SOPERA BLANCA 15.8 100 UND,0,5,4,1,1121,ASEO                                    
LS - Barrio Industrial   ,2025-07-09 00:00:00,104889,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-10 00:00:00,B14,1,1300178                       ,TOALLA DE PAPEL TECNOPAPEL JUMBO H/S 250M 2UN,0,102,0,102,5900,ASEO                                    
LS - Barrio Industrial   ,2025-07-09 00:00:00,104889,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-10 00:00:00,B14,2,1301146                       ,TOALLA DE PAPEL TECNOROLL H/S 200M 2UN,0,11,0,11,4700,ASEO                                    
LS - Barrio Industrial   ,2025-07-09 00:00:00,104889,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-10 00:00:00,B14,3,1301528                       ,TOALLA INTERFOLIADA TECNOPAPEL H/S 250M,0,126,0,126,861,ASEO                                    
LS - Barrio Industrial   ,2025-07-09 00:00:00,104889,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-10 00:00:00,B14,4,1301663                       ,TOALLA DE PAPEL TECNOPAPEL INTERF D/H 200UN,0,320,0,320,845,ASEO                                    
P. Arenas                ,2025-07-10 00:00:00,54084,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-11 00:00:00,B1  ,1,7275647                       ,HARINA SELECTA S/POLVO 1KG,0,240,0,240,770,ALIMENTOS                               
P. Arenas                ,2025-07-10 00:00:00,54084,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-11 00:00:00,B1  ,2,8604031                       ,HARINA MONT BLANC S/POLVO 1KG,0,360,0,360,720,ALIMENTOS                               
P. Arenas                ,2025-07-10 00:00:00,54084,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-11 00:00:00,B1  ,3,8608236                       ,GALLETA COSTA CHAMPAÑA 140GR,0,24,0,24,950,ALIMENTOS                               
P. Arenas                ,2025-07-10 00:00:00,54087,1,0,76996765-6    ,THE GARAGE COMPANY SPA                                                          ,2025-07-11 00:00:00,B1  ,1,3504774                       ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND AZUL,0,24,0,24,783,LIBRERÍA                                
P. Arenas                ,2025-07-10 00:00:00,54087,1,0,76996765-6    ,THE GARAGE COMPANY SPA                                                          ,2025-07-11 00:00:00,B1  ,2,3504781                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA AZUL,0,228,0,228,888,LIBRERÍA                                
P. Arenas                ,2025-07-10 00:00:00,54087,1,0,76996765-6    ,THE GARAGE COMPANY SPA                                                          ,2025-07-11 00:00:00,B1  ,3,3504787                       ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND ROJO,0,24,0,24,783,LIBRERÍA                                
Santiago                 ,2025-07-10 00:00:00,104894,1,0,96806110-0    ,DARTEL S.A.                                                                     ,2025-07-10 00:00:00,B03 ,1,3815512                       ,AMPOLLETA LED 25 WATTS,0,20,0,20,1251.65,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,1,1300041                       ,DESODORANTE AMB AROM JARDÍN LAVANDA 360 CC 225 GR,0,60,0,60,992,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,2,1300042                       ,DESODORANTE AMB AROM VAINILLA EN FLOR 360 CC 225 GR,0,120,0,120,992,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,3,1300060                       ,CERA CREMA BRILLINA D/P AMARILLA 340CC       ,0,120,0,120,1129,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,4,1300874                       ,INSECTICIDA KILLER TODO INSECTO 560CC,0,60,0,60,1962,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,5,1300876                       ,INSECTICIDA KILLER ARAÑAS Y CUCARACHAS 560CC,0,60,0,60,1962,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,6,1301443                       ,TOALLA DESINFECTANTE IGENIX 50UN             ,0,240,0,240,1216,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,7,1301466                       ,JABON LIQUIDO D-70 AVENA DOYPACK 900ML       ,0,120,0,120,769,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,9,1302565                       ,(LUSTRAMUEBLE CREMA VIRGINIA TRADICIONAL 250M),0,120,0,120,987,ASEO                                    
P. Arenas                ,2025-07-11 00:00:00,54088,1,0,90727000-9_1  ,EMPRESAS DEMARIA S.A                                                            ,2025-07-12 00:00:00,B1  ,10,1305864                       ,PISTOLA PULVERIZADORA VIRGINIA 500CM3        ,0,30,0,30,1025,ASEO                                    
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,1,3811617                       ,CARPETA DURABLE C/FASTENER CARTA AZUL        ,0,25,0,25,570,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,2,3813971                       ,TABLA ACRILICO MAXCRILL NEGRO C/APRET METAL,0,20,0,20,2950,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,3,3814841                       ,DESTACADOR DOM LAPIZ AMARILLO,0,30,0,30,190,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,4,3814843                       ,DESTACADOR DOM LAPIZ NARANJO,0,30,0,30,190,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,5,3814850                       ,DESTACADOR DOM TB VERDE,0,60,0,60,340,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,6,3814856                       ,MARCADOR DOM PERMANENTE PUNTA REDONDA NEGRO,0,444,0,444,250,LIBRERÍA                                
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,7,6541933                       ,PAD MOUSE DURABLE ERGOTOP C/APOYA MUÑECA GRIS,0,3,0,3,4750,ACCESORIOS COMPUTACIONALES              
P. Montt                 ,2025-07-11 00:00:00,74358,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-12 00:00:00,B1  ,8,6542334                       ,PAD MOUSE DURABLE TELA ANTIDESLIZANTE GRIS   ,0,2,0,2,1550,ACCESORIOS COMPUTACIONALES              
P. Montt                 ,2025-07-11 00:00:00,74363,1,0,90703000-8    ,NESTLE CHILE S.A.                                                               ,2025-07-12 00:00:00,B1  ,6,8601522                       ,NESCAFE NESTLE DESCAFEINADO FRASCO 170GR,0,72,0,72,4990,ALIMENTOS                               
P. Arenas                ,2025-07-14 00:00:00,54095,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-15 00:00:00,B1  ,1,2228003                       ,SOBRE JORDAN AMERICANO BLANCO 80GR,0,1000,0,1000,19,LIBRERÍA                                
P. Arenas                ,2025-07-14 00:00:00,54095,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-15 00:00:00,B1  ,2,2228010                       ,SOBRE JORDAN 1/2 OFICIO BLANCO 80GR,0,2000,0,2000,47.58,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-14 00:00:00,104934,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-15 00:00:00,B14,4,3814855                       ,MARCADOR DOM PERMANENTE PUNTA REDONDA AZUL,0,108,0,108,250,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-14 00:00:00,104936,1,0,96865130-7    ,INMUEBLES CATALUÑA LTDA                                                         ,2025-07-15 00:00:00,B14,1,8601811                       ,JUREL NATURAL ANGELMO 425GR,0,144,0,144,996,ALIMENTOS                               
LS - Barrio Industrial   ,2025-07-14 00:00:00,104938,1,0,76184070-3    ,NEWELL BRANDS DE CHILE LTDA.                                                    ,2025-07-15 00:00:00,B14,1,3808157                       ,LA.BO PAPER MATE KILOMETRICO100 0.7FINO NEGRO,0,1008,0,1008,142,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-14 00:00:00,104938,1,0,76184070-3    ,NEWELL BRANDS DE CHILE LTDA.                                                    ,2025-07-15 00:00:00,B14,3,3808159                       ,LA.BO PAPER MATE KILOMETRICO100 0.7FINO ROJO ,0,120,0,120,142,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-14 00:00:00,104938,1,0,76184070-3    ,NEWELL BRANDS DE CHILE LTDA.                                                    ,2025-07-15 00:00:00,B14,5,7775854                       ,CINTA ROTULADORA DYMO 12X4MM PLASTICA BLANCA,0,12,0,12,3060,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-14 00:00:00,104939,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-15 00:00:00,B14,1,1300181                       ,TOALLA DE PAPEL TECNOPAPEL INTER H/S 250M 18U,0,7,0,7,15500,ASEO                                    
LS - Barrio Industrial   ,2025-07-14 00:00:00,104939,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-15 00:00:00,B14,2,1301140                       ,TOALLA DE PAPEL TECNOPAPEL INTERF D/H 200UN,0,144,0,144,845,ASEO                                    
LS - Barrio Industrial   ,2025-07-14 00:00:00,104939,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-15 00:00:00,B14,3,1301141                       ,PAPEL HIGIENICO TECNOPAPEL SIMPLE 500M 4UN   ,0,9,0,9,6100,ASEO                                    
LS - Barrio Industrial   ,2025-07-14 00:00:00,104939,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-15 00:00:00,B14,4,1301503                       ,DISPENSADOR JABON TECNOPAPEL 500CC,0,1,0,1,4296,ASEO                                    
P. Arenas                ,2025-07-15 00:00:00,54105,1,0,96800440-9    ,DISTRIBUIDORA DIAZOL S.A.                                                       ,2025-07-16 00:00:00,B1  ,1,3201208                       ,ROLLO PAPEL BOND PLOTTERS  61 CM X 50 MT     ,0,26,0,26,5978,PAPELES OFICINA                         
P. Arenas                ,2025-07-15 00:00:00,54105,1,0,96800440-9    ,DISTRIBUIDORA DIAZOL S.A.                                                       ,2025-07-16 00:00:00,B1  ,2,3201215                       ,"ROLLO PAPEL BOND PLOTTERS  91,4 CM X 50 MT   ",0,54,0,54,8957.2,PAPELES OFICINA                         
P. Arenas                ,2025-07-15 00:00:00,54105,1,0,96800440-9    ,DISTRIBUIDORA DIAZOL S.A.                                                       ,2025-07-16 00:00:00,B1  ,3,3813436                       ,PLASTICO DIAZOL P/TERMOLAM OFICIO 0.5MM 100UN,0,1,0,1,7590,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74373,1,0,76184070-3    ,NEWELL BRANDS DE CHILE LTDA.                                                    ,2025-07-16 00:00:00,B1  ,3,7775854                       ,CINTA ROTULADORA DYMO 12X4MM PLASTICA BLANCA,0,60,0,60,3060,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74373,1,0,76184070-3    ,NEWELL BRANDS DE CHILE LTDA.                                                    ,2025-07-16 00:00:00,B1  ,4,8256647                       ,CINTA ROTULADORA DYMO 12X4MM PLAST AMARILLA,0,60,0,60,3060,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74377,1,0,99558140-K    ,NOVACEITES S.A                                                                  ,2025-07-16 00:00:00,B1  ,1,8601797                       ,ACEITE MIRAFLORES MARAVILLA 900CC,0,180,0,180,1679,ALIMENTOS                               
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,3,2223004                       ,CARPETA TORRE GOMA EVA 6PL /6COL,0,16,0,16,905,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,4,2223699                       ,CARPETA TORRE CARTULINA METALICA 10PL/7COL,0,8,0,8,940,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,5,2223706                       ,CARPETA TORRE PAPEL ENTRETENIDO 9PL/18DISEÑOS,0,8,0,8,895,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,6,2223876                       ,C. TORRE BOOK SCOTLAND 7MM 150HJ,0,32,0,32,1760,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,7,2223913                       ,CARPETA TORRE PAPEL VOLANTIN 10PL/7COL,0,8,0,8,895,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,8,2226585                       ,LIBRO ASISTENCIA AUCA 50HJ,0,12,0,12,1420,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,9,3811836                       ,CARPETA TORRE GOMA EVA GLITTER 20X30 6PL/6COL,0,24,0,24,1620,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,10,3813149                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.5MM AZUL     ,0,96,0,96,400,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,11,3813151                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.5MM ROJO     ,0,48,0,48,400,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,12,3813153                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.7MM NEGRO    ,0,12,0,12,420,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,13,3813161                       ,LAPIZ BOLIGRAFO TORRE NEGRO 1.0 MM           ,0,288,0,288,74,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,14,3813178                       ,"CARTON PIEDRA TORRE 1,5MM 55X77CM N°16       ",0,25,0,25,705,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,15,3813203                       ,MARCADOR TORRE PERMANENTE NEGRO PTA FINA 0.8M,0,12,0,12,355,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,16,3813757                       ,GOMA BORRAR TORRE SOFT GRANDE MIGA           ,0,120,0,120,130,LIBRERÍA                                
P. Montt                 ,2025-07-15 00:00:00,74378,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-16 00:00:00,B1  ,17,3813933                       ,LIBRO ASISTENCIA AUCA 26HJ,0,60,0,60,905,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-15 00:00:00,104964,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-16 00:00:00,B14,1,1300180                       ,PAPEL HIGIENICO TECNOPAPEL 500M 6UN,0,30,0,30,9000,ASEO                                    
LS - Barrio Industrial   ,2025-07-15 00:00:00,104964,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-16 00:00:00,B14,2,1300181                       ,TOALLA DE PAPEL TECNOPAPEL INTER H/S 250M 18U,0,6,0,6,15500,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,1,1300122                       ,TOALLA ELITE DOBLADA D/H EXT BLANCA 200UN,0,792,0,792,989,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,2,1301040                       ,TOALLA ELITE EVOLUTION AUTOCORTE H/S 250M 2UN,0,2,0,2,8200,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,3,1301222                       ,TOALLA DE PAPEL ELITE ECOLOGICA H/S 250M 2UN ,0,59,0,59,6700,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,4,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,0,27,0,27,7000,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,5,1301325                       ,TOALLITAS HUMEDAS BABYSEC PREMIUM 45UN       ,0,580,0,580,927,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,6,1301401                       ,TOALLA DE PAPEL ELITE JUMBO 2 ROLLOS 250M,0,28,0,28,5600,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,7,1301446                       ,PAPEL HIGIENICO CONFORT H/S 50M 8UN,0,12,0,12,2147,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,8,2610102                       ,PAPEL HIGIENICO ELITE EXTRA 250M 6UN,0,20,0,20,9800,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,9,2614456                       ,PAÑUELO ELITE INDIVIDUAL BLANCO CAJA 50HJ,0,168,0,168,393,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,10,2615784                       ,PAPEL HIGIENICO ELITE HABITACION D/H 20M 16UN,0,48,0,48,2733,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,11,2618846                       ,JABON LIQUIDO ELITE ECONOMICO GRANEL 5 LT,0,20,0,20,5730,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54107,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-18 00:00:00,B1  ,12,7270063                       ,SABANILLA ELITE BLANCA 48M 2UN,0,25,0,25,3900,ASEO                                    
P. Arenas                ,2025-07-17 00:00:00,54108,1,0,77806000-0    ,COMERCIAL REDOFFICE SUR LTDA (PMONTT)                                           ,2025-07-17 00:00:00,B1  ,1,8601797                       ,ACEITE MIRAFLORES MARAVILLA 900CC,0,180,0,180,1679,ALIMENTOS                               
