Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,35,3813562                       ,CARP PLASTIFICADA CI C/GUSANO AMARILLA       ,4,0,318,4,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,36,3813566                       ,CARP PLASTIFICADA CI C/GUSANO CAFE,4,0,318,4,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,37,3813572                       ,CARP PLASTIFICADA CI C/GUSANO NARANJO        ,4,0,318,4,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,38,3813575                       ,CARP PLASTIFICADA CI C/GUSANO ROSADO,4,0,318,4,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,39,3813577                       ,CARP PLASTIFICADA CI C/GUSANO VERDE OSC      ,4,0,318,4,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,27,3813202                       ,MARCADOR TORRE PERMANENTE AZUL PTA FINA 0.8MM,4,0,458,4,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,7,3813205                       ,FUNDA SELLOFFICE CARTA BORDE BLANCO PQ 100UND,3,0,2200,3,NO,SELLOFFICE                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,FUNDAS                                  ,QUIEBRE-L                               ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,19,7276948                       ,PILA DURACELL AA RECARGABLE BLISTER 2UN,3,0,6644,3,NO,DURACELL                                ,FERRETERÍA                              ,PILAS Y CARGADORES                      ,PILAS                                   ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,20,3814858                       ,MARCADOR DOM PIZARRA PUNTA REDONDA AZUL,3,0,420,3,NO,DOM                                     ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,25,3813658                       ,"TIJERA COLON ESCOLAR 13CM 5""",2,0,351,2,NO,COLON                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,28,3813204                       ,MARCADOR TORRE PERMANENTE ROJO PTA FINA 0.8M ,2,0,458,2,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,2,3813995                       ,BORRADOR TORRE PIZARRA MAGNETICA AZUL,2,0,582,2,NO,TORRE                                   ,LIBRERÍA                                ,PIZARRAS Y BORRADORES                   ,BORRADOR                                ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,8,3813435                       ,PLASTICO DIAZOL P/TERMOLAM CARNET 0.7MM 100UN,1,0,1800,1,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,TERMOLAMINADO                           ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,26,7770577                       ,TINTA TRODAT P/TAMPON 7011 NEGRO 28ML        ,1,0,2470,1,NO,TRODAT                                  ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,"TIMBRES, TAMPON Y TINTA TAMPON          ",STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105315,61602299-7   ,HOSPITAL PUERTO SAAVEDRA                          ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2065-579-AG25                           ,257972,22,3813730                       ,PORTA LAPIZ ISOFIT METAL 10X9MM              ,1,0,687,1,NO,ISOFIT                                  ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,DISPENSADORES Y PORTALÁPICES            ,STOCK                                   ,EZZ                           ,Elizabeth Zapata Zapata                      ,EZZ                           ,Elizabeth Zapata Zapata                      
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,28,2610102                       ,PAPEL HIGIENICO ELITE EXTRA 250M 6UN,3,0,12642,3,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,PAPEL HIGIÉNICO INSTITUCIONAL           ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,26,1301312                       ,ESCOBILLON VIRUTEX TRADICIONAL BASICO,4,0,1765,4,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,ESCOBILLONES Y PALAS                    ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,16,1301331                       ,DES.AMBIENTAL AROM CHIRIMOYA 360ML (225 GR)  ,5,0,1280,5,NO,AROM                                    ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,17,7276058                       ,DESODORANTE AMB AROM FRESCURA CÍTRICA 360 CC 225 GR,5,0,1280,5,NO,VIRGINIA                                ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,18,1300042                       ,DESODORANTE AMB AROM VAINILLA EN FLOR 360 CC 225 GR,5,0,1280,5,NO,VIRGINIA                                ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,19,1300041                       ,DESODORANTE AMB AROM JARDÍN LAVANDA 360 CC 225 GR,5,0,1280,5,NO,AROM                                    ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,20,1300850                       ,DETERGENTE OMO MATIC POLVO BOLSA 800G,5,0,2145,5,NO,OMO                                     ,ASEO                                    ,"DETERGENTES, BLANQUEADORES Y SUAVIZANTES",DETERGENTE EN POLVO                     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,27,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,15,0,8750,15,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,10,1301052                       ,LIMPIADOR CREMA TREMEX TRADICIONAL 750CC,15,0,1266,15,NO,TREMEX                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,DESENGRASANTES                          ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,11,1301394                       ,LIMPIADOR DE BAÑO TREMEX DESINCRUSANTE C/GAT ,15,0,1975,15,NO,TREMEX                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,ASEO BAÑO                               ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,22,1301383                       ,ALCOHOL DESINFECTANTE DIFEM 70% 1 LT,15,0,3409,15,NO,DIFEM                                   ,ASEO                                    ,JABONES Y ALCOHOL GEL                   ,ALCOHOL GEL                             ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,23,7272457                       ,ALCOHOL DIFEM DESNATURALIZADO DI 95º 1000CC  ,15,0,3791,15,NO,DIFEM PHARMA                            ,ASEO                                    ,CUIDADO PERSONAL                        ,OTROS FARMACIA                          ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,12,1300874                       ,INSECTICIDA KILLER TODO INSECTO 560CC,10,0,2570,10,NO,KILLER                                  ,ASEO                                    ,AEROSOLES                               ,INSECTICIDAS                            ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,13,7275369                       ,JABON LIQUIDO SIMONDS DERMO CARE CREMOSO 1LT,10,0,1846,10,NO,SIMONDS                                 ,ASEO                                    ,JABONES Y ALCOHOL GEL                   ,JABÓN LIQUIDO                           ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,7,1301050                       ,CLORO GEL TREMEX 900 CC,20,0,1340,20,NO,TREMEX                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,CLORO                                   ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,25,7271030                       ,PAÑO VIRUTEX DE GENERO 40X35,20,0,338,20,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,PAÑOS DE LIMPIEZA                       ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,14,4560007                       ,TRAPERO ALGODON VTX-PRO DOBLE  C/OJAL 50X50CM,20,0,1148,20,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,TRAPEROS Y MOPAS                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,15,1300966                       ,PAÑO ESPONJA VIRUTEX CELULOSA NATURAL X 3UN,20,0,1430,20,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,PAÑOS DE LIMPIEZA                       ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,21,1301270                       ,TOALLA DESINFECTANTE MULTIUSO VIRUTEX 50U,20,0,1618,20,NO,VIRUTEX                                 ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,TOALLAS DESINFECTANTES                  ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,29,1301288                       ,GUANTE IMPEKE MULTIUSO AMARILLO TALLA L,20,0,680,20,NO,IMPEKE                                  ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,GUANTES REUTILIZABLES                   ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,8,1304623                       ,DESINFECTANTE IGENIX AEROSOL 360 CC,25,0,1930,25,NO,IGENIX                                  ,ASEO                                    ,AEROSOLES                               ,DESINFECTANTE DE AMBIENTES              ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,1,1301266                       ,BOLSA DE BASURA IMPEKE 50*70 10UN,70,0,315,70,NO,IMPEKE                                  ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,9,1300646                       ,LIMPIADOR DESINFECTANTE VIRUTEX PRIMAVERA 900 ML,30,0,993,30,NO,VIRUTEX                                 ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,LIMPIADORES DE PISO                     ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,4,1301687                       ,BOLSA BASURA VTIRUTEX ECO ROLLO 50X55 20U,30,0,1038,30,NO,VIRUTEX                                 ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,A PEDIDO                                ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,5,1300374                       ,BOLSA BASURA VTX PRO BIOROLLO 120X130 5U     ,30,0,2546,30,NO,VIRUTEX                                 ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,24,1301451                       ,TRAPEROS PISO FLOT LAVAN VIRGINIA C/OJAL 10UN,30,0,1802,30,NO,VIRGINIA                                ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,TRAPEROS Y MOPAS                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,6,4562233                       ,CLORO CONCENTRADO IMPEKE 1LT                 ,40,0,666,40,NO,IMPEKE                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,CLORO                                   ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,2,1301271                       ,BOLSA BASURA IMPEKE 70*90 10UN               ,50,0,472,50,NO,IMPEKE                                  ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-23 00:00:00,105318,69041300-0   ,I. MUNICIPALIDAD DE CANELA                        ,Chilecompra                   ,2025-07-23 00:00:00,Credito                                 ,2288-458-AG25                           ,896326,3,1301278                       ,BOLSA DE BASURA IMPEKE 80*110 10UN           ,50,0,800,50,NO,IMPEKE                                  ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,DEM                           ,Denis Catalina Malebrán Plaza                ,,
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,9,4560007                       ,TRAPERO ALGODON VTX-PRO DOBLE  C/OJAL 50X50CM,24,0,1129,24,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,TRAPEROS Y MOPAS                        ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,11,2610100                       ,PAPEL HIGIENICO ELITE EXTRA H/S 50M 4UN,24,0,1164,24,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,PAPEL HIGIÉNICO MASIVO                  ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,7,1301266                       ,BOLSA DE BASURA IMPEKE 50*70 10UN,14,0,309,14,NO,IMPEKE                                  ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,8,1301278                       ,BOLSA DE BASURA IMPEKE 80*110 10UN           ,15,0,787,15,NO,IMPEKE                                  ,ASEO                                    ,BOLSAS DE ASEO                          ,BOLSAS DE BASURA                        ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,12,1301401                       ,TOALLA DE PAPEL ELITE JUMBO 2 ROLLOS 250M,20,0,6776,20,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,14,1301288                       ,GUANTE IMPEKE MULTIUSO AMARILLO TALLA L,10,0,669,10,NO,IMPEKE                                  ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,GUANTES REUTILIZABLES                   ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,2,1300294                       ,TRAPERO DESINFECTANTE VIRUTEX C/OJAL 10U LIMO,8,0,2089,8,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,TRAPEROS Y MOPAS                        ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,3,1301444                       ,TOALLAS DESINFECTANTES VIRUTEX POUCH LIMÓN 90 UND,8,0,2351,8,NO,VIRUTEX                                 ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,TOALLAS DESINFECTANTES                  ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,10,7271030                       ,PAÑO VIRUTEX DE GENERO 40X35,6,0,332,6,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,PAÑOS DE LIMPIEZA                       ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
